name,id,nametype,recclass,mass (g),fall,year,reclat,reclong
MacAlpine Hills 88115,15279,Valid,H5,2247.3,Found,1/1/88 00:00,-84.21667,160.5
Asuka 881395,4104,Valid,L6,2140.93,Found,1/1/88 00:00,-72,26
Mount Howe 88400,16775,Valid,H6,2104.2,Found,1/1/88 00:00,-87.36667,-149.5
Asuka 881887,4596,Valid,LL6,2095,Found,1/1/88 00:00,-72,26
Asuka 881146,3855,Valid,LL3.9,1989.35,Found,1/1/88 00:00,-72,26
Asuka 880715,3424,Valid,H5,1909.25,Found,1/1/88 00:00,-72,26
Asuka 881539,4248,Valid,H3.8,1896.48,Found,1/1/88 00:00,-72,26
Derrick Peak 88025,6676,Valid,"Iron, IIAB",1797,Found,1/1/88 00:00,-80.06667,156.38333
Asuka 882062,4771,Valid,H4,1728.59,Found,1/1/88 00:00,-72,26
Derrick Peak 88019,6670,Valid,"Iron, IIAB",1700,Found,1/1/88 00:00,-80.06667,156.38333
Asuka 881814,4523,Valid,LL4,1688.57,Found,1/1/88 00:00,-72,26
Asuka 881978,4687,Valid,L6,1650.55,Found,1/1/88 00:00,-72,26
Asuka 881913,4622,Valid,LL3,1625,Found,1/1/88 00:00,-72,26
Mount Howe 88401,16776,Valid,Eucrite-br,1622.7,Found,1/1/88 00:00,-87.36667,-149.5
Asuka 882093,4802,Valid,H4,1606.34,Found,1/1/88 00:00,-72,26
Asuka 880999,3708,Valid,H4,1591.18,Found,1/1/88 00:00,-72,26
MacAlpine Hills 88116,15280,Valid,H5,1453,Found,1/1/88 00:00,-84.21667,160.5
Asuka 882026,4735,Valid,L6,1446.84,Found,1/1/88 00:00,-72,26
Palca de Aparzo,18074,Valid,L5,1430,Fell,1/1/88 00:00,-23.11667,-65.1
Asuka 881356,4065,Valid,L6,1403.55,Found,1/1/88 00:00,-72,26
Asuka 881855,4564,Valid,H4,1343.04,Found,1/1/88 00:00,-72,26
Asuka 881229,3938,Valid,L4,1321.22,Found,1/1/88 00:00,-72,26
MacAlpine Hills 88112,15276,Valid,L6,1288,Found,1/1/88 00:00,-84.21667,160.5
Asuka 881847,4556,Valid,H4,1279.71,Found,1/1/88 00:00,-72,26
Lewis Cliff 88022,13776,Valid,H5,1274.3,Found,1/1/88 00:00,-84.24974,161.38359
Trebbin,24042,Valid,LL6,1250,Fell,1/1/88 00:00,52.21667,13.16667
Asuka 881061,3770,Valid,H4,1244.18,Found,1/1/88 00:00,-72,26
Asuka 881380,4089,Valid,H4,1202.08,Found,1/1/88 00:00,-72,26
Asuka 881857,4566,Valid,LL5,1182.89,Found,1/1/88 00:00,-72,26
Asuka 882063,4772,Valid,H4,1171.38,Found,1/1/88 00:00,-72,26
Asuka 880770,3479,Valid,H6,1166.03,Found,1/1/88 00:00,-72,26
Asuka 881608,4317,Valid,LL6,1143.05,Found,1/1/88 00:00,-72,26
MacAlpine Hills 88118,15282,Valid,L5,1142.3,Found,1/1/88 00:00,-84.21667,160.5
Asuka 881124,3833,Valid,L3.5,1136.8,Found,1/1/88 00:00,-72,26
Asuka 882005,4714,Valid,H3,1131.49,Found,1/1/88 00:00,-72,26
Asuka 882023,4732,Valid,Mesosiderite,1115.45,Found,1/1/88 00:00,-72,26
MacAlpine Hills 88117,15281,Valid,L6,1103.8,Found,1/1/88 00:00,-84.21667,160.5
Asuka 881769,4478,Valid,L4,1079.28,Found,1/1/88 00:00,-72,26
Asuka 881991,4700,Valid,L6,1071.19,Found,1/1/88 00:00,-72,26
Asuka 881091,3800,Valid,L6,1049.54,Found,1/1/88 00:00,-72,26
Ceniceros,5306,Valid,L3.7,1025,Fell,1/1/88 00:00,26.46667,-105.23333
Asuka 881850,4559,Valid,L6,1024.01,Found,1/1/88 00:00,-72,26
Asuka 881075,3784,Valid,H,1015.56,Found,1/1/88 00:00,-72,26
Asuka 882102,4811,Valid,L3,992.45,Found,1/1/88 00:00,-72,26
Torino,24029,Valid,H6,977,Fell,1/1/88 00:00,45.06667,7.66667
Asuka 881790,4499,Valid,L6,964.65,Found,1/1/88 00:00,-72,26
Asuka 881059,3768,Valid,H4,962.5,Found,1/1/88 00:00,-72,26
Asuka 881900,4609,Valid,LL6,957.99,Found,1/1/88 00:00,-72,26
Asuka 881974,4683,Valid,L6,957.42,Found,1/1/88 00:00,-72,26
Asuka 881720,4429,Valid,L4,947.84,Found,1/1/88 00:00,-72,26
Asuka 881455,4164,Valid,H5,933.35,Found,1/1/88 00:00,-72,26
MacAlpine Hills 88119,15283,Valid,H5,920.8,Found,1/1/88 00:00,-84.21667,160.5
Asuka 881742,4451,Valid,LL3,916.75,Found,1/1/88 00:00,-72,26
Asuka 881902,4611,Valid,Acapulcoite,907.87,Found,1/1/88 00:00,-72,26
Asuka 881889,4598,Valid,H6,897.06,Found,1/1/88 00:00,-72,26
Asuka 881652,4361,Valid,L6,894.8,Found,1/1/88 00:00,-72,26
Asuka 881787,4496,Valid,H4,880.57,Found,1/1/88 00:00,-72,26
Asuka 882054,4763,Valid,H4,869.7,Found,1/1/88 00:00,-72,26
Asuka 882114,4823,Valid,L6,855.61,Found,1/1/88 00:00,-72,26
Asuka 882002,4711,Valid,H4,851.63,Found,1/1/88 00:00,-72,26
Asuka 881000,3709,Valid,L6,848.86,Found,1/1/88 00:00,-72,26
MacAlpine Hills 88114,15278,Valid,H5,844.4,Found,1/1/88 00:00,-84.21667,160.5
Asuka 881561,4270,Valid,H4,836.87,Found,1/1/88 00:00,-72,26
Asuka 882008,4717,Valid,L6,833.23,Found,1/1/88 00:00,-72,26
Asuka 881919,4628,Valid,L3,832.92,Found,1/1/88 00:00,-72,26
Asuka 881017,3726,Valid,L5,825.36,Found,1/1/88 00:00,-72,26
Asuka 881796,4505,Valid,H4,820.52,Found,1/1/88 00:00,-72,26
Asuka 881981,4690,Valid,LL3,810.36,Found,1/1/88 00:00,-72,26
Asuka 881806,4515,Valid,L6,794.29,Found,1/1/88 00:00,-72,26
Asuka 881206,3915,Valid,H4,793.12,Found,1/1/88 00:00,-72,26
Asuka 881795,4504,Valid,H4,768.89,Found,1/1/88 00:00,-72,26
Asuka 881820,4529,Valid,Eucrite-pmict,761.68,Found,1/1/88 00:00,-72,26
MacAlpine Hills 88102,15266,Valid,Mesosiderite,754.3,Found,1/1/88 00:00,-84.21667,160.5
MacAlpine Hills 88113,15277,Valid,LL6,752.2,Found,1/1/88 00:00,-84.21667,160.5
Asuka 881567,4276,Valid,LL3.9,740.76,Found,1/1/88 00:00,-72,26
Asuka 881036,3745,Valid,L5,732.82,Found,1/1/88 00:00,-72,26
Asuka 881979,4688,Valid,L6,731.29,Found,1/1/88 00:00,-72,26
Lewis Cliff 88021,13775,Valid,H4,731,Found,1/1/88 00:00,-84.26679,161.33674
Asuka 881354,4063,Valid,L6,726.09,Found,1/1/88 00:00,-72,26
MacAlpine Hills 88120,15284,Valid,H5,718.7,Found,1/1/88 00:00,-84.21667,160.5
Asuka 881265,3974,Valid,L6,712.03,Found,1/1/88 00:00,-72,26
Asuka 881400,4109,Valid,H3.8,698.02,Found,1/1/88 00:00,-72,26
Asuka 881154,3863,Valid,Mesosiderite,688.13,Found,1/1/88 00:00,-72,26
Asuka 880980,3689,Valid,H,678.49,Found,1/1/88 00:00,-72,26
Asuka 881642,4351,Valid,H5,664.58,Found,1/1/88 00:00,-72,26
MacAlpine Hills 88105,15269,Valid,Lunar (anorth),662.5,Found,1/1/88 00:00,-84.21667,160.5
Derrick Peak 88021,6672,Valid,"Iron, IIAB",662,Found,1/1/88 00:00,-80.06667,156.38333
Udeiíçt el Had,24102,Valid,L6,658,Found,1/1/88 00:00,29.41667,20.5
Asuka 881819,4528,Valid,Eucrite,649.23,Found,1/1/88 00:00,-72,26
Asuka 881810,4519,Valid,H3,641,Found,1/1/88 00:00,-72,26
Asuka 882003,4712,Valid,L6,639.33,Found,1/1/88 00:00,-72,26
Asuka 881015,3724,Valid,LL,627.72,Found,1/1/88 00:00,-72,26
Asuka 881067,3776,Valid,L6,627.34,Found,1/1/88 00:00,-72,26
Asuka 881767,4476,Valid,H5,608.73,Found,1/1/88 00:00,-72,26
Asuka 881199,3908,Valid,LL3.4,604.31,Found,1/1/88 00:00,-72,26
Asuka 881909,4618,Valid,LL4,601.44,Found,1/1/88 00:00,-72,26
Asuka 881204,3913,Valid,L6,587.06,Found,1/1/88 00:00,-72,26
Asuka 881249,3958,Valid,H3.7,582.25,Found,1/1/88 00:00,-72,26
Asuka 881856,4565,Valid,L4,571.61,Found,1/1/88 00:00,-72,26
Asuka 882083,4792,Valid,H6,569.07,Found,1/1/88 00:00,-72,26
Asuka 882017,4726,Valid,H5,567.67,Found,1/1/88 00:00,-72,26
Asuka 881896,4605,Valid,L6,558.594,Found,1/1/88 00:00,-72,26
Cook 001,5421,Valid,H5,105000,Found,1/1/89 00:00,-30.33333,130.53333
Cook 007,5427,Valid,H4,100000,Found,1/1/89 00:00,-30.61667,130.41667
Sivas,23617,Valid,H6,40000,Fell,1/1/89 00:00,39.82467,36.13583
Seagraves (c),23471,Valid,L6/7,26810,Found,1/1/89 00:00,32.98333,-102.56667
Ilafegh 008,12013,Valid,L5,26100,Found,1/1/89 00:00,21.6,1.66667
Indianí_polis,12031,Valid,"Iron, IIAB",14850,Found,1/1/89 00:00,-19.16667,-47.83333
Uruachic,24130,Valid,"Iron, IIIAB",13000,Found,1/1/89 00:00,27.85,-108.23333
McKenzie Draw (a),15461,Valid,H4,11800,Found,1/1/89 00:00,32.925,-102.625
El Idrissia,7807,Valid,L6,10000,Fell,1/1/89 00:00,34.41667,3.25
Reggane 003,22555,Valid,H4,9500,Found,1/1/89 00:00,25.63333,0.5
Warden,24213,Valid,H5,7868,Found,1/1/89 00:00,-23.26667,116.93333
Sfax,23512,Valid,L6,7000,Fell,1/1/89 00:00,34.75,10.71667
Ipitinga,12044,Valid,H5,7000,Found,1/1/89 00:00,0.35,-53.81667
Acfer 001,11,Valid,L6,6700,Found,1/1/89 00:00,27.5,3.61667
El Djouf 007,7802,Valid,H5,4500,Found,1/1/89 00:00,23.66667,-1.81667
Ilafegh 002,12007,Valid,Mesosiderite,4121,Found,1/1/89 00:00,21.51667,1.3
Acfer 011,21,Valid,H5,3800,Found,1/1/89 00:00,27.75,4.16667
Tagounite,23783,Valid,"Iron, IIIAB",3300,Found,1/1/89 00:00,29.96667,-5.6
Ilafegh 014,12019,Valid,H5,3150,Found,1/1/89 00:00,21.66667,1.85
Acfer 028,38,Valid,H3.8,3130,Found,1/1/89 00:00,27.66667,4.25
McKenzie Draw (b),15462,Valid,H4,2990,Found,1/1/89 00:00,32.925,-102.625
Tanezrouft 002,23803,Valid,H5,2347,Found,1/1/89 00:00,24.4,1.03333
Acfer 021,31,Valid,H6,2140,Found,1/1/89 00:00,27.55,3.61667
Acfer 054,64,Valid,H5,2051,Found,1/1/89 00:00,27.7,3.93333
Ilafegh 011,12016,Valid,L5,2047,Found,1/1/89 00:00,21.63333,1.51667
El Djouf 003,7799,Valid,L6,2027,Found,1/1/89 00:00,23.5,-1.85
Acfer 031,41,Valid,H5,2016,Found,1/1/89 00:00,27.66667,4.35
Acfer 053,63,Valid,H6,1937,Found,1/1/89 00:00,27.73333,4.05
Bawku,4976,Valid,LL5,1557,Fell,1/1/89 00:00,11.08333,-0.18333
Acfer 065,74,Valid,H4-5,1539,Found,1/1/89 00:00,27.5,4.28333
Acfer 024,34,Valid,H5,1464,Found,1/1/89 00:00,27.55,3.93333
Acfer 047,57,Valid,L4,1440,Found,1/1/89 00:00,27.83333,4.7
Acfer 050,60,Valid,H6,1394,Found,1/1/89 00:00,27.65,4.5
El Djouf 002,7798,Valid,H5,1389,Found,1/1/89 00:00,23.45,-1.86667
Reid 012,22567,Valid,L6,1367,Found,1/1/89 00:00,-30.5,128.5
Acfer 055,65,Valid,H5,1338,Found,1/1/89 00:00,27.5,3.98333
El Djouf 001,7797,Valid,CR2,1250,Found,1/1/89 00:00,23.43333,-1.41667
Tanezrouft 004,23805,Valid,H4/5,1183,Found,1/1/89 00:00,25.46667,0.66667
Ramlat as Sahmah 264,48632,Valid,L6,1074,Found,1/1/89 00:00,20.70923,55.42876
El Djouf 006,7801,Valid,L6,1072,Found,1/1/89 00:00,23.66667,-1.58333
Acfer 046,56,Valid,H5,1066,Found,1/1/89 00:00,27.78333,4.7
Deakin 007,6631,Valid,H6,1060,Found,1/1/89 00:00,-30.16667,128.66667
Acfer 004,14,Valid,L6,1020,Found,1/1/89 00:00,27.58333,3.81667
Uchkuduk,24098,Valid,L6,1000,Fell,1/1/89 00:00,41.76667,62.51667
Acfer 038,48,Valid,H5,962,Found,1/1/89 00:00,27.53333,4
Acfer 025,35,Valid,H5,920,Found,1/1/89 00:00,27.58333,3.96667
Streaky Bay,23731,Valid,L4,909,Found,1/1/89 00:00,-32.86667,134.28333
Lake Torrens,12447,Valid,L6,906,Found,1/1/89 00:00,-31.03333,138.2
Acfer 051,61,Valid,L5,905,Found,1/1/89 00:00,27.61667,4.41667
Acfer 064,73,Valid,L5,854,Found,1/1/89 00:00,27.61667,4.56667
Tanezrouft 007,23808,Valid,H5,780,Found,1/1/89 00:00,25.3,0.61667
Ilafegh 013,12018,Valid,H3.5,745,Found,1/1/89 00:00,21.66667,1.38333
Acfer 063,72,Valid,Mesosiderite,716,Found,1/1/89 00:00,27.61667,4.56667
Ilafegh 001,12006,Valid,H4,713,Found,1/1/89 00:00,21.51667,1.58333
Acfer 020,30,Valid,H5,708,Found,1/1/89 00:00,27.7,4.06667
Tanezrouft 008,23809,Valid,H6,682,Found,1/1/89 00:00,25.3,0.63333
Sixiangkou,23619,Valid,L5,630,Fell,1/1/89 00:00,32.43333,119.86667
Ilafegh 010,12015,Valid,L5,621,Found,1/1/89 00:00,21.63333,1.4
Ilafegh 007,12012,Valid,H5,615,Found,1/1/89 00:00,21.6,1.45
Acfer 019,29,Valid,L6,581,Found,1/1/89 00:00,27.7,4.06667
Acfer 006,16,Valid,H3.9/4,561,Found,1/1/89 00:00,27.63333,3.96667
Sterlitamak,23724,Valid,"Iron, IIIAB",325000,Fell,1/1/90 00:00,53.66667,55.98333
Pallasovka,34061,Valid,"Pallasite, PMG",198000,Found,1/1/90 00:00,49.86667,46.61167
Ocotillo,17980,Valid,"Iron, IAB-MG",28570,Found,1/1/90 00:00,32.83333,-116.06667
Hammadah al Hamra 001,11486,Valid,H5,19418,Found,1/1/90 00:00,29,12.23333
Roundup,22771,Valid,"Iron, IIIAB",17590,Found,1/1/90 00:00,46.78333,-108.56667
Quija,22361,Valid,H,17450,Fell,1/1/90 00:00,44.61667,126.13333
Hammadah al Hamra 019,11502,Valid,H6,13431,Found,1/1/90 00:00,29.06667,12.68333
Djebel In-Azzene,7655,Valid,"Iron, IIIAB",12500,Found,1/1/90 00:00,27.86667,0.45
Queen Alexandra Range 90200,19005,Valid,H4,9216.7,Found,1/1/90 00:00,-84.59784,162.25299
Asuka 9048,4881,Valid,L5,8270.54,Found,1/1/90 00:00,-72,26
Acfer 084,93,Valid,H5,6300,Found,1/1/90 00:00,27.55,3.86667
Allan Hills 90411,1254,Valid,L3.7,5836.5,Found,1/1/90 00:00,-76.98079,156.93013
Felt (b),10084,Valid,L3.5-5,5590,Found,1/1/90 00:00,36.58333,-102.7
Acfer 098,107,Valid,H5,5500,Found,1/1/90 00:00,27.46667,3.88333
Itqiy,12058,Valid,EH7-an,4720,Fell,1/1/90 00:00,26.59083,-12.95217
Acfer 190,198,Valid,L6,4439,Found,1/1/90 00:00,27.7,4.3
Hammadah al Hamra 040,11523,Valid,L6,4411,Found,1/1/90 00:00,29.1,11.83333
Powellsville,18880,Valid,H5,4310,Found,1/1/90 00:00,38.66667,-82.78333
Wisconsin Range 90302,24288,Valid,H5,3864.6,Found,1/1/90 00:00,-84.75,-125
Yanzhuang,30350,Valid,H6,3500,Fell,1/1/90 00:00,24.56667,114.16667
Acfer 091,100,Valid,LL5-6,3487,Found,1/1/90 00:00,27.45,4.11667
Acfer 125,134,Valid,L6,3380,Found,1/1/90 00:00,27.68333,4.35
Acfer 113,122,Valid,LL6,2906,Found,1/1/90 00:00,27.56667,4.03333
Leonora,55550,Valid,L4,2572,Found,1/1/90 00:00,-28.84519,121.397
Acfer 077,86,Valid,L6,2538,Found,1/1/90 00:00,27.63333,4.51667
Acfer 166,175,Valid,H3-5,2476,Found,1/1/90 00:00,27.51667,4.23333
Hammadah al Hamra 003,11488,Valid,H5,2376,Found,1/1/90 00:00,28.98333,12.18333
Juderina Spring,45814,Valid,L6,2198,Found,1/1/90 00:00,-25.91667,119.3
Hammadah al Hamra 010,11495,Valid,H5,2079,Found,1/1/90 00:00,28.65,12.63333
Acfer 073,82,Valid,H5,2010,Found,1/1/90 00:00,27.53333,3.85
Adrar 001,381,Valid,H4/5,1917,Found,1/1/90 00:00,28.05,0.16667
Sulphur Springs Draw,23740,Valid,H5,1892,Found,1/1/90 00:00,32.98333,-102.37833
Acfer 068,77,Valid,L6,1805,Found,1/1/90 00:00,27.55,3.7
Acfer 132,141,Valid,H6,1621,Found,1/1/90 00:00,27.5,3.76667
Burnwell,5175,Valid,H4-an,1504,Fell,1/1/90 00:00,37.62194,-82.23722
Zillah 001,31355,Valid,L6,1475,Found,1/1/90 00:00,29.037,17.0185
Acfer 075,84,Valid,H5,1453,Found,1/1/90 00:00,27.51667,3.73333
Elephant Moraine 90610,9019,Valid,L6,1450.8,Found,1/1/90 00:00,-76.18333,157.16667
Elephant Moraine 90034,8444,Valid,L6,1413.6,Found,1/1/90 00:00,-76.28193,156.40161
Acfer 106,115,Valid,LL6,1390,Found,1/1/90 00:00,27.5,3.9
Acfer 071,80,Valid,L6,1379,Found,1/1/90 00:00,27.63333,4.28333
Queen Alexandra Range 90201,19006,Valid,L5,1282.5,Found,1/1/90 00:00,-84.59622,162.33977
Acfer 162,171,Valid,H3-6,1281,Found,1/1/90 00:00,27.66667,4.01667
Oyogos-Yar,18064,Valid,H4,1200,Found,1/1/90 00:00,72.68333,143.53333
Acfer 134,143,Valid,L5,1161,Found,1/1/90 00:00,27.76667,4.53333
Aguemour 004,403,Valid,H5,1137,Found,1/1/90 00:00,27.33333,4.5
Queen Alexandra Range 90203,19008,Valid,H6,1132.1,Found,1/1/90 00:00,-84.59301,162.78483
Gheriat 002,10910,Valid,L6,1125,Found,1/1/90 00:00,30.50667,12.215
Acfer 157,166,Valid,L6,1072,Found,1/1/90 00:00,27.66667,4.23333
Acfer 104,113,Valid,H4/5,992,Found,1/1/90 00:00,27.63333,4.36667
Acfer 111,120,Valid,H3-6,987,Found,1/1/90 00:00,27.48333,3.8
Acfer 138,147,Valid,L5,941,Found,1/1/90 00:00,27.66667,4.08333
Acfer 069,78,Valid,L6,941,Found,1/1/90 00:00,27.53333,3.83333
Queen Alexandra Range 90218,19023,Valid,L5,926.5,Found,1/1/90 00:00,-84.61017,162.15388
Yarle Lakes 001,30353,Valid,H5,913,Found,1/1/90 00:00,-30.31667,131.46667
Aguemour 001,400,Valid,H5,896,Found,1/1/90 00:00,26.96667,4.45
Hammadah al Hamra 005,11490,Valid,L5/6,891,Found,1/1/90 00:00,28.88333,12.48333
Acfer 145,154,Valid,L6,869,Found,1/1/90 00:00,27.66667,4.28333
Acfer 120,129,Valid,LL6,861,Found,1/1/90 00:00,27.65,4.3
Acfer 108,117,Valid,H6,828,Found,1/1/90 00:00,27.5,3.88333
El Golea,7804,Valid,L6,823,Found,1/1/90 00:00,30.01667,2.98333
Hammadah al Hamra 018,11501,Valid,H6,815,Found,1/1/90 00:00,29.05,12.48333
Queen Alexandra Range 90208,19013,Valid,L5,811.6,Found,1/1/90 00:00,-84.5978,162.40027
Aguemour 003,402,Valid,L6,809,Found,1/1/90 00:00,27.36667,4.5
Wisconsin Range 90301,24287,Valid,L6,805.9,Found,1/1/90 00:00,-84.75,-125
Acfer 172,180,Valid,L6,766,Found,1/1/90 00:00,27.66667,4.16667
Hammadah al Hamra 033,11516,Valid,H5,759,Found,1/1/90 00:00,28.85,13.06667
Acfer 118,127,Valid,L6,752,Found,1/1/90 00:00,27.66667,4.2
Acfer 177,185,Valid,LL5-6,721,Found,1/1/90 00:00,27.48333,3.85
Elephant Moraine 90051,8461,Valid,H6,715.4,Found,1/1/90 00:00,-76.18333,157.16667
Acfer 127,136,Valid,L6,699,Found,1/1/90 00:00,27.7,4.3
Acfer 083,92,Valid,L6,690,Found,1/1/90 00:00,27.48333,3.63333
Acfer 089,98,Valid,H5,682,Found,1/1/90 00:00,27.63333,4.3
Glanerbrug,10923,Valid,L/LL5,670,Fell,1/1/90 00:00,52.2,6.86667
Magombedze,15387,Valid,H3-5,666.6,Fell,1/1/90 00:00,-19.48333,31.65
Acfer 103,112,Valid,H5,665,Found,1/1/90 00:00,27.8,4.5
Queen Alexandra Range 90212,19017,Valid,L5,607.4,Found,1/1/90 00:00,-84.58632,162.61005
Acfer 161,170,Valid,H5,604,Found,1/1/90 00:00,27.75,4.43333
Hammadah al Hamra 007,11492,Valid,L6,585,Found,1/1/90 00:00,28.75,12.68333
Hammadah al Hamra 037,11520,Valid,L6,575,Found,1/1/90 00:00,29.06667,12.6
Acfer 080,89,Valid,L3.9,574,Found,1/1/90 00:00,27.63333,4.51667
Acfer 096,105,Valid,L4-5,572,Found,1/1/90 00:00,27.61667,4.2
Queen Alexandra Range 90214,19019,Valid,L5,571.3,Found,1/1/90 00:00,-84.60076,162.2245
Hammadah al Hamra 008,11493,Valid,L6,569,Found,1/1/90 00:00,28.46667,12.81667
Queen Alexandra Range 90209,19014,Valid,L5,560.4,Found,1/1/90 00:00,-84.59508,162.34795
Acfer 169,178,Valid,H3.8/4,559,Found,1/1/90 00:00,27.73333,4.11667
Longtian,14696,Valid,"Iron, IIIAB",350000,Found,1/1/91 00:00,27.35,108.5
Mount Tazerzait,16804,Valid,L5,110000,Fell,1/1/91 00:00,18.7,4.8
Vyatka,24193,Valid,H4,45000,Found,1/1/91 00:00,57.53333,49
Vermillion,24167,Valid,"Pallasite, ungrouped",34360,Found,1/1/91 00:00,39.73633,-96.36133
Sinawan 001,23607,Valid,L6,28600,Found,1/1/91 00:00,31,11.66667
Campos Sales,5249,Valid,L5,23680,Fell,1/1/91 00:00,-7.03333,-40.16667
Maltahí_he,15399,Valid,"Iron, IAB-sLM",22270,Found,1/1/91 00:00,-24.91667,16.98333
Pecora Escarpment 91009,18300,Valid,L6,18000,Found,1/1/91 00:00,-85.6882,-68.33784
Patuxent Range 91500,18119,Valid,L5,16540.6,Found,1/1/91 00:00,-85.07424,-64.46576
Cole Creek,5400,Valid,H5,16300,Found,1/1/91 00:00,41.35,-99.11667
Tanezrouft 028,23829,Valid,H3,15000,Found,1/1/91 00:00,25.25306,0.14028
El Atchane 003,7780,Valid,L6,9000,Found,1/1/91 00:00,29.75944,4.20861
Seibert (b),23480,Valid,L6,8600,Found,1/1/91 00:00,39.27667,-102.88667
Patuxent Range 91501,18120,Valid,L7,8550.6,Found,1/1/91 00:00,-84.71667,-64.5
Pecora Escarpment 91011,18302,Valid,L5,7272.6,Found,1/1/91 00:00,-85.67367,-69.02959
Hidden Valley,11882,Valid,"Iron, IIIAB",7000,Found,1/1/91 00:00,-19.11667,145.41667
Hub,11921,Valid,L5,6452,Found,1/1/91 00:00,34.54,-102.59433
Pecora Escarpment 91012,18303,Valid,L5,6091.8,Found,1/1/91 00:00,-85.66741,-69.00537
Pecora Escarpment 91014,18305,Valid,L5,5768,Found,1/1/91 00:00,-85.67252,-68.97649
Tanezrouft 034,23835,Valid,H5,4720,Found,1/1/91 00:00,25.43472,-0.09028
Hughes 013,11937,Valid,H5,4000,Found,1/1/91 00:00,-30.66167,129.11667
Pecora Escarpment 91015,18306,Valid,L5,3965.9,Found,1/1/91 00:00,-85.67455,-69.00718
Pecora Escarpment 91010,18301,Valid,L6,3900.6,Found,1/1/91 00:00,-85.68838,-68.34058
Pecora Escarpment 91013,18304,Valid,L5,3413.1,Found,1/1/91 00:00,-85.67292,-68.98064
Pecora Escarpment 91016,18307,Valid,L6,3366.7,Found,1/1/91 00:00,-85.68834,-68.33712
Tanezrouft 011,23812,Valid,L/LL5-6,3287,Found,1/1/91 00:00,25.53389,0.36306
Tanezrouft 032,23833,Valid,H5,3150,Found,1/1/91 00:00,25.37056,-0.0225
Acfer 219,227,Valid,H6,2611,Found,1/1/91 00:00,27.52139,3.79139
Tanezrouft 010,23811,Valid,L/LL3,2500,Found,1/1/91 00:00,26.07306,0.36833
Taouz 001,23874,Valid,L6,2430,Found,1/1/91 00:00,30.9,-4.23833
Acfer 228,236,Valid,L5,2285,Found,1/1/91 00:00,27.57389,4.11972
Acfer 273,281,Valid,H5/6,2110,Found,1/1/91 00:00,27.62194,4.45556
Acfer 244,252,Valid,H6,2045,Found,1/1/91 00:00,27.52472,3.80972
Choolkooning 001,5360,Valid,L6,2000,Found,1/1/91 00:00,-29.91667,129.83333
Pecora Escarpment 91020,18311,Valid,EL3,1748.6,Found,1/1/91 00:00,-85.53899,-70.71877
Tanezrouft 013,23814,Valid,L6,1480,Found,1/1/91 00:00,25.47556,0.70833
Pecora Escarpment 91017,18308,Valid,L6,1420.5,Found,1/1/91 00:00,-85.68836,-68.34063
O'Malley 001,18017,Valid,H6,1403,Found,1/1/91 00:00,-30.75,131.16667
Pecora Escarpment 91023,18314,Valid,LL6,1402.3,Found,1/1/91 00:00,-85.68155,-68.4221
Acfer 223,231,Valid,L/LL6,1398,Found,1/1/91 00:00,27.54194,3.82778
El Atchane 008,7785,Valid,H4,1397,Found,1/1/91 00:00,30.06222,4.55722
Acfer 212,220,Valid,H5,1340,Found,1/1/91 00:00,27.61278,3.71361
Acfer 200,208,Valid,H3-6,1301,Found,1/1/91 00:00,27.50194,3.92111
Acfer 206,214,Valid,H5,1229,Found,1/1/91 00:00,27.69083,4.37861
Muckera 005,16825,Valid,L6,1200,Found,1/1/91 00:00,-30.3695,130.05533
Wisconsin Range 91623,24313,Valid,L6,1180.5,Found,1/1/91 00:00,-86.53725,-123.12291
Pecora Escarpment 91019,18310,Valid,L5,1172.5,Found,1/1/91 00:00,-85.66871,-69.05194
Wisconsin Range 91603,24293,Valid,L4,1092.4,Found,1/1/91 00:00,-86.52673,-123.68588
Thiel Mountains 91701,23929,Valid,L4,1086,Found,1/1/91 00:00,-85.16247,-94.56929
Rooikop 001,22652,Valid,H5,1039,Found,1/1/91 00:00,-23.08333,14.715
Acfer 211,219,Valid,H3.9,1009,Found,1/1/91 00:00,27.46472,3.78167
Tahara,23784,Valid,H4/5,1000,Fell,1/1/91 00:00,34.72,137.305
Acfer 246,254,Valid,L6,923,Found,1/1/91 00:00,27.69222,3.32167
Pecora Escarpment 91018,18309,Valid,L6,909.5,Found,1/1/91 00:00,-85.6884,-68.34108
Rooikop 002,22653,Valid,L5,903,Found,1/1/91 00:00,-23.08333,14.715
Rooikop 003,22654,Valid,L4/5,902,Found,1/1/91 00:00,-23.08333,14.715
Aguemour 005,404,Valid,H5,859,Found,1/1/91 00:00,27.43583,4.63861
Sinawan 002,23608,Valid,H5,820,Found,1/1/91 00:00,30.91667,11.78333
Acfer 221,229,Valid,H5/6,812,Found,1/1/91 00:00,27.5325,3.81361
LaPaz Icefield 91900,12729,Valid,Diogenite,786.9,Found,1/1/91 00:00,-86.36667,-70
Old Homestead 001,18005,Valid,Howardite,783,Found,1/1/91 00:00,-31.16667,127.75
Glatton,10930,Valid,L6,767,Fell,1/1/91 00:00,52.45972,-0.3
Acfer 268,276,Valid,LL4-6,764,Found,1/1/91 00:00,27.51389,3.87528
Wisconsin Range 91605,24295,Valid,L4,748.6,Found,1/1/91 00:00,-86.54488,-123.84895
Acfer 205,213,Valid,H5,746,Found,1/1/91 00:00,27.7375,4.32806
